시군명,사업장명,인허가일자,영업상태명,입소정원(명),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
남양주시,양지12리(양지e편한세상1단지)경로당,20100125,운영중,41,,경기도 남양주시 오남읍 양지e편한세상1단지 내,,37.7038153741,127.1906671438
남양주시,양지e편한세상 1단지 @ 경로당,20100125,운영중,25,,경기도 남양주시 오남읍 양지리 807번지,12046,37.6993298446,127.1954749021
남양주시,녹촌1리간촌경로당,20100126,운영중,0,,경기도 남양주시 화도읍 녹촌리,,37.6538493596,127.2996350347
남양주시,양지13리(e-편한세상2단지아파트)경로당,20090902,운영중,21,,경기도 남양주시 오남읍 양지e편한세상 2단지,,37.7038153741,127.1906671438
남양주시,장현10리경로당,20090921,운영중,26,,경기도 남양주시 진접읍 청화빌라,,37.7424213533,127.2016904000
남양주시,마석14리 경로당,20091026,운영중,25,,경기도 남양주시 화도읍 마석우리 525-1번지,12177,37.6543088479,127.2996368631
남양주시,다산63통 경로당,19950102,운영중,50,,경기도 남양주시 다산동,,37.5892623511,127.1691497260
남양주시,롯데캐슬아파트경로당,20091208,운영중,23,,경기도 남양주시 진접읍 장현리 남양주 진접 롯데캐슬 105동,,37.7344452719,127.1923440213
남양주시,묵현11리 경로당,20091218,운영중,24,경기도 남양주시 화도읍 묵현로양현1길 6,경기도 남양주시 화도읍 묵현리 267번지,12167,37.6586705394,127.2919705935
남양주시,퇴계원27리(쌍용예가아파트)경로당,20090219,운영중,30,경기도 남양주시 퇴계원면 경춘북로613번길 15,경기도 남양주시 퇴계원면 퇴계원리 365번지 쌍용예가아파트 경로당,12125,37.6510230539,127.1495589060
남양주시,송능2리경로당,19950102,운영중,0,경기도 남양주시 진건읍 사릉로136번길 62,경기도 남양주시 진건읍 송능리 434-1번지,12140,37.6468381076,127.2018093022
남양주시,다산11통(휴먼시아 1단지) 경로당,20090310,운영중,64,,경기도 남양주시 다산동 휴먼시아,,37.5892623511,127.1691497260
남양주시,가운3통경로당,19950102,운영중,0,,경기도 남양주시 가운동 64-1번지,,37.5987576039,127.1761462606
남양주시,다산2통(한화A),20090521,운영중,28,,경기도 남양주시 다산동 한화 꿈에그린 아파트,,37.5892623511,127.1691497260
남양주시,다산16통(휴먼시아 5단지) 경로당,20090622,운영중,0,,경기도 남양주시 다산동 휴먼시아5단지,,37.5892623511,127.1691497260
남양주시,덕소 벽산메가트리움경로당,20081022,운영중,20,경기도 남양주시 와부읍 덕소로 72,경기도 남양주시 와부읍 덕소리 462-9번지,12210,37.5867902142,127.2110918715
남양주시,신창현두산위브아파트경로당,20081105,운영중,21,,경기도 남양주시 화도읍 555번지,12157,37.6616085644,127.2725794873
남양주시,성일우리미아파트경로당,20081118,운영중,22,,경기도 남양주시 와부읍 덕소리 덕소 성일 우리미아파트,,37.5912751906,127.2171845876
남양주시,다산22통(부영5단지) 경로당,20010611,운영중,31,,경기도 남양주시 다산동 부영아파트,,37.5892623511,127.1691497260
남양주시,부평7리경로당,20010502,운영중,41,,경기도 남양주시 진접읍 한일아파트 단지 내,,37.7424213533,127.2016904000
남양주시,와부읍 인정하이츠A 경로당,20010611,운영중,30,,경기도 남양주시 와부읍 덕소리 인정하이츠아파트1단지102동,12205,37.5879529693,127.2108120582
남양주시,퇴계원15리(강남1차아파트)경로당,20010502,운영중,20,,경기도 남양주시 퇴계원면 퇴계원리 221번지,12123,37.6503005028,127.1436197573
남양주시,장현16리경로당,20010228,운영중,28,,경기도 남양주시 진접읍 장현리 원일에이플러스아파트,,37.7344452719,127.1923440213
남양주시,퇴계원13리경로당,20010711,운영중,36,,경기도 남양주시 퇴계원면 퇴계원리,,37.6561505400,127.1412963163
남양주시,해태아파트 경로당,20010105,운영중,30,,경기도 남양주시 와부읍 도곡리 9번지,12270,37.5814012080,127.2491383277
남양주시,묵현4리경로당,19970220,운영중,25,,경기도 남양주시 화도읍 묵현리,,37.6598866881,127.2769364542
남양주시,현대아파트경로당,19970403,운영중,20,,경기도 남양주시 오남읍 양지리 109번지,12045,37.6982972996,127.1987831711
남양주시,창현11리 경로당,19980907,운영중,40,,경기도 남양주시 화도읍 창현리 11리 745번지,12185,37.6485338312,127.3031265711
남양주시,화도읍 묵현리 경성A 경로당,19980520,운영중,40,,경기도 남양주시 화도읍 묵현리 산 202-1번지,,37.6534691448,127.2780800651
남양주시,금곡3통 경로당,19980305,운영중,30,경기도 남양주시 사릉로58번길 56,경기도 남양주시 금곡동 297-2번지,12231,37.6416927755,127.2126725986
남양주시,부평4리경로당,19950124,운영중,0,,경기도 남양주시 진접읍 부평리 745-2번지,12003,37.7297990127,127.1962457391
남양주시,장현11리경로당,19950511,운영중,40,,경기도 남양주시 진접읍 장현리 51-1번지 정광산호아파트 내,12010,37.7266845489,127.1945021385
남양주시,양지8리(청구아파트)경로당,20010228,운영중,35,,경기도 남양주시 오남읍 청구아파트 내,,37.6960596702,127.2529185691
남양주시,건영아파트 경로당,20021230,운영중,37,,경기도 남양주시 와부읍 도곡리,,37.5781232475,127.2208260817
남양주시,진관2리(율목) 경로당,19970311,운영중,21,,경기도 남양주시 진건읍 진관리 940-3번지,12139,37.6456658622,127.1538654211
남양주시,신성경로당,20031226,운영중,0,,경기도 남양주시 금곡동 신성푸른솔아파트,,37.6341491444,127.2140788548
남양주시,양지6리경로당,20030408,운영중,24,경기도 남양주시 오남읍 진건오남로884번길 22-48,경기도 남양주시 오남읍 양지리 193-4번지 성호아파트 단지내,12036,37.7054660779,127.2005030250
남양주시,청학11리경로당,20030820,운영중,37,,경기도 남양주시 별내면 청학리 353-1번지 주공아파트 7단지내,12079,37.7117941972,127.1158373493
남양주시,오남21리(유호아파트)경로당,20030930,운영중,35,,경기도 남양주시 오남읍 오남리 유호아파트 내,,37.6951723983,127.2136281985
남양주시,한솔아파트 경로당,20031105,운영중,38,경기도 남양주시 와부읍 덕소로 118-27,경기도 남양주시 와부읍 덕소리 528-14번지,12214,37.5818428258,127.2116667938
남양주시,중흥S클래스아파트경로당,20031020,운영중,30,,경기도 남양주시 화도읍 마석우리 중흥에스-클래스,,37.6592018492,127.3064220560
남양주시,평내동 대명아파트 경로당,20001002,운영중,0,,경기도 남양주시 평내동 107-1번지,12218,37.6494438158,127.2397991030
남양주시,경성 큰마을 아파트 1단지 경로당,20101111,운영중,16,,경기도 남양주시 화도읍 묵현리 경성큰마을아파트,,37.6598866881,127.2769364542
남양주시,이안아파트(창현17리),20100318,운영중,14,,경기도 남양주시 화도읍 창현리 777번지,12195,37.6416102784,127.3047415842
남양주시,다산15통(휴먼시아 4단지) 경로당,20100514,운영중,20,,경기도 남양주시 다산동 휴먼시아,,37.5892623511,127.1691497260
남양주시,금곡9리(반도유보라아파트)경로당,20100706,운영중,39,,경기도 남양주시 진접읍 금곡리 971번지 반도유보라메이플타운아파트,12055,37.7202714308,127.1934534808
남양주시,마석4리 경로당,20151216,운영중,20,경기도 남양주시 화도읍 비룡로87번길 7,경기도 남양주시 화도읍 대복연립주택 제1층 제4호,12166,37.6594493960,127.3012099293
남양주시,희망아파트경로당,20091230,운영중,40,,경기도 남양주시 평내동 희망아파트,,37.6491272322,127.2359001137
남양주시,청학7리 경로당,20080114,운영중,0,경기도 남양주시 별내면 청학로68번길 23,경기도 남양주시 별내면 청학리 409번지,12081,37.7097372832,127.1186466936
남양주시,효창아파트 경로당,20080116,운영중,40,,경기도 남양주시 금곡동 402-6번지,12233,37.6366439349,127.2094974851
남양주시,신명스카이뷰아파트 경로당,20080116,운영중,40,,경기도 남양주시 호평동 615번지,12144,37.6601982304,127.2457717794
남양주시,도곡1리 경로당,19950101,운영중,60,,경기도 남양주시 와부읍 도곡리 161번지,12269,37.5841714681,127.2426942005
남양주시,대주피오레아파트 경로당,20070510,운영중,30,,경기도 남양주시 화도읍 창현리 774번지,12195,37.6401140654,127.3014385114
남양주시,다산52통(동원A) 경로당,20070525,운영중,40,,경기도 남양주시 다산동 지금동 동원베네스트,12265,37.5892623511,127.1691497260
남양주시,우미이노스빌 아파트 경로당,20041230,운영중,52,,경기도 남양주시 호평동 619번지,12148,37.6566138770,127.2406151556
남양주시,수동면 지둔1리 경로당,19880310,운영중,50,,경기도 남양주시 수동면 지둔리 726번지,12028,37.7121339953,127.2954670214
남양주시,별내면 화접3리 경로당,19890510,운영중,51,,경기도 남양주시 별내면 화접리 424-3번지,,37.6519695925,127.1164039296
남양주시,평내5통 진주2차A 경로당,19890401,운영중,30,,경기도 남양주시 평내동 산 87-1번지,12218,37.6514142306,127.2411425021
남양주시,수동면 운수3리 경로당,19890808,운영중,30,,경기도 남양주시 수동면 운수리 38-3번지,12031,37.6962225264,127.3299642162
남양주시,금곡2통 무대경로당,19920305,운영중,25,경기도 남양주시 석실로650번길 22,경기도 남양주시 금곡동 486-2번지,12240,37.6232535600,127.2054165313
남양주시,오남7리경로당,19930111,운영중,40,경기도 남양주시 오남읍 진건오남로 631,경기도 남양주시 오남읍 오남리 683-6번지 진주아파트 단지내,12040,37.6892221992,127.2107203112
남양주시,덕소1리 경로당,19950102,운영중,0,,경기도 남양주시 와부읍 덕소리 458-3번지,12205,37.5877001179,127.2111396939
남양주시,와부읍 팔당2리 경로당,19950102,운영중,0,,경기도 남양주시 와부읍 팔당리 2리 274-2번지,12277,37.5455098622,127.2473341960
남양주시,장현1리경로당,19950102,운영중,34,,경기도 남양주시 진접읍,,37.7424213533,127.2016904000
남양주시,장현7리경로당,19950102,운영중,38,,경기도 남양주시 진접읍 삼신아파트 단지 내,,37.7424213533,127.2016904000
남양주시,화접3리경로당,19950101,운영중,0,,경기도 남양주시 별내면 화접리 424-4번지,,37.6526907152,127.1160424062
남양주시,화접6리경로당,19950101,운영중,20,,경기도 남양주시 별내면 화접리 161-1번지,,37.6476060252,127.1281476760
남양주시,그랜드힐2차 아파트 경로당,20070605,운영중,30,,경기도 남양주시 화도읍 마석우리,,37.6592018492,127.3064220560
남양주시,경남아너스빌 경로당,20070927,운영중,50,경기도 남양주시 와부읍 덕소로71번길 20-7,경기도 남양주시 와부읍 덕소리 614번지 44통20반,12205,37.5889226349,127.2127282106
남양주시,신창아파트경로당,20071004,운영중,40,,경기도 남양주시 진접읍 진벌리 신창비바패밀리,12021,37.7465354912,127.2139099028
남양주시,동부센트레빌 아파트 경로당,20071016,운영중,40,,경기도 남양주시 와부읍 덕소리 동부센트레빌아파트,,37.5912751906,127.2171845876
남양주시,두산위브경로당,20071115,운영중,40,경기도 남양주시 화도읍 녹촌로 87-29,경기도 남양주시 화도읍 녹촌리 554번지,12187,37.6405612023,127.2955826737
남양주시,한라비발디 아파트 경로당,20060925,운영중,40,,경기도 남양주시 호평동 678번지,12146,37.6573063856,127.2542504680
남양주시,한화아파트 경로당,20060926,운영중,35,경기도 남양주시 늘을3로 71,경기도 남양주시 호평동 618번지,12145,37.6592733127,127.2486359870
남양주시,오남28리(금호어울림아파트)경로당,20061106,운영중,24,,경기도 남양주시 오남읍 금호어울림아파트 단지 내,,37.6960596702,127.2529185691
남양주시,우림필유 아파트 경로당,20061208,운영중,28,,경기도 남양주시 호평동,,37.6665317560,127.2502353399
남양주시,"금곡18,25통 경로당",20061207,운영중,26,경기도 남양주시 석실로 716-20,경기도 남양주시 금곡동 656번지,12240,37.6253409056,127.2018312995
남양주시,북삼리경로당,20061228,운영중,42,경기도 남양주시 진접읍 광릉내로82번길 25,경기도 남양주시 진접읍 팔야리 760-4번지,12019,37.7452151165,127.2064972249
남양주시,보미청광아파트 경로당,20061205,운영중,37,,경기도 남양주시 화도읍 마석우리,,37.6592018492,127.3064220560
남양주시,평내동 대주1차아파트 경로당,20060208,운영중,22,,경기도 남양주시 평내동 581번지,12222,37.6457003166,127.2375323788
남양주시,화접7리경로당,19950101,운영중,25,,경기도 남양주시 별내면 화접리 338번지,12100,37.6605012070,127.1169835728
남양주시,덕송2리경로당,19950101,운영중,20,,경기도 남양주시 별내면 덕송리 199-7번지,12091,37.6775791063,127.1121467062
남양주시,구암2리경로당,19950101,운영중,0,경기도 남양주시 화도읍 북한강로 1708-7,경기도 남양주시 화도읍 구암리 72번지,12192,37.6599232375,127.3725188328
남양주시,월산4리 경로당,19950102,운영중,24,경기도 남양주시 화도읍 경춘로2177번길 26-2,경기도 남양주시 화도읍 월산리 350-5번지,12189,37.6558313976,127.3303195886
남양주시,차산3리 경로당,19950102,운영중,41,경기도 남양주시 화도읍 재재기로71번길 70,경기도 남양주시 화도읍 차산리 183-1번지,12199,37.6328891059,127.3046609912
남양주시,용정8리 경로당,19950102,운영중,24,,경기도 남양주시 진건읍 용정리,,37.6639646658,127.1797091160
남양주시,일패2통경로당,19950102,운영중,20,경기도 남양주시 홍유릉로 87,경기도 남양주시 일패동 303-1번지 2통,12242,37.6167821551,127.1905273554
남양주시,운수1리 경로당,19950102,운영중,48,경기도 남양주시 수동면 지둔로 26,경기도 남양주시 수동면 운수리 341-14번지,12031,37.7043864789,127.3229354314
남양주시,내곡1리경로당,19950101,운영중,39,,경기도 남양주시 진접읍 내곡리,12075,37.6799102830,127.1477566441
남양주시,송천3리경로당,19950623,운영중,0,,경기도 남양주시 수동면 송천리,12034,37.6885289257,127.3297490301
남양주시,오남6리(진주아파트)경로당,19950101,운영중,20,경기도 남양주시 오남읍 진건오남로 631,경기도 남양주시 오남읍 오남리 683-15번지,12040,37.6895213687,127.2096667588
남양주시,"금곡 7,20통 경로당(동림)",19950102,운영중,28,,경기도 남양주시 금곡동 413-1번지,12234,37.6356408133,127.2060619281
남양주시,일패4통 경로당,19960109,운영중,0,경기도 남양주시 경춘로691번길 29,경기도 남양주시 일패동 550번지,12243,37.6237019184,127.1845864825
남양주시,오남5리경로당,19961128,운영중,22,,경기도 남양주시 오남읍 진주아파트단지 내,,37.6960596702,127.2529185691
남양주시,장현12리(대명아파트내)경로당,19960402,운영중,40,,경기도 남양주시 진접읍 장현리 대명아파트,,37.7344452719,127.1923440213
남양주시,금강A 경로당,19971111,운영중,20,경기도 남양주시 홍유릉로248번길 21,경기도 남양주시 금곡동 654번지,12239,37.6263329053,127.2012788764
남양주시,용정16리 경로당,19970325,운영중,21,,경기도 남양주시 진건읍 용정리 757-1번지,12132,37.6608601848,127.1771177965
남양주시,창현8리(신한A)경로당,19971213,운영중,20,,경기도 남양주시 화도읍 창현리 764번지,12186,37.6456944915,127.3000784852
남양주시,청학4리경로당,19970801,운영중,41,경기도 남양주시 별내면 청학로 128,경기도 남양주시 별내면 청학리 476번지 동부일신아파트 내,12088,37.7087425637,127.1130656513
남양주시,팔현2리경로당,19970403,운영중,33,,경기도 남양주시 오남읍 팔현리 80번지,12038,37.6971927178,127.2496681795
남양주시,벽산아파트(도곡8리) 경로당,20000313,운영중,40,경기도 남양주시 와부읍 덕소로 177,경기도 남양주시 와부읍 도곡리 976-1번지,12271,37.5809230240,127.2171435936
남양주시,청학1리 경로당,19950101,운영중,40,,경기도 남양주시 별내면 청학리 432-1번지,12084,37.7082432058,127.1170907404
남양주시,청학5리경로당,20080504,운영중,38,경기도 남양주시 별내면 청학로114번길 17,경기도 남양주시 별내면 청학리 420번지 주공아파트 1단지내,12086,37.7101293180,127.1138388684
남양주시,청학주공2단지(청학6리) 경로당,2000088,운영중,40,경기도 남양주시 별내면 청학로114번길 18,경기도 남양주시 별내면 청학리 419번지,12085,37.7098840228,127.1159818783
남양주시,화접5리 경로당,19950101,운영중,30,,경기도 남양주시 별내동,,37.6696537758,127.1182783792
남양주시,이패4통 경로당,19980713,운영중,20,경기도 남양주시 양정로229번길 5,경기도 남양주시 이패동 376-1번지,12246,37.6052792292,127.1945640277
남양주시,내각6리경로당,20080414,운영중,27,경기도 남양주시 진접읍 금강로유연들2길 17,경기도 남양주시 진접읍 내각리 73-13번지,12073,37.7039345429,127.1714239796
남양주시,마석2리 경로당,20080416,운영중,60,경기도 남양주시 화도읍 마석로 88,경기도 남양주시 화도읍 마석우리 423-9번지,12162,37.6588076706,127.3055478255
남양주시,내곡3리경로당,19950101,운영중,43,경기도 남양주시 진접읍 금강로 989-16,경기도 남양주시 진접읍 내곡리 199-1번지,12075,37.6888305711,127.1611974747
남양주시,부평8리경로당,20080502,운영중,23,경기도 남양주시 진접읍 부마로114번길 7,경기도 남양주시 진접읍 부평리 320번지,12000,37.7540153024,127.1970803567
남양주시,팔야1리경로당,19910101,운영중,40,경기도 남양주시 진접읍 팔야로 130,경기도 남양주시 진접읍 팔야리 330-2번지,12017,37.7498802129,127.2225769299
남양주시,진벌1리 경로당,19950101,운영중,40,경기도 남양주시 진접읍 진벌로230번길 3,경기도 남양주시 진접읍 진벌리 137번지,12021,37.7371309105,127.2277805273
남양주시,동익미라벨39단지아파트경로당,20150507,운영중,24,,경기도 남양주시 별내동 1층내 3907동,,37.6696537758,127.1182783792
남양주시,평양고을경로당,19950101,운영중,32,,경기도 남양주시 별내동 별내동,,37.6696537758,127.1182783792
남양주시,장현2리경로당,19950101,운영중,40,경기도 남양주시 진접읍 장현로 59-4,경기도 남양주시 진접읍 장현리 632-5번지,12014,37.7165719874,127.1796412524
남양주시,마석5리경로당,19950102,운영중,51,경기도 남양주시 화도읍 마석중앙로37번길 9,경기도 남양주시 화도읍 마석우리 594번지,12174,37.6534699819,127.3035770586
남양주시,평내3통 경로당,19950310,운영중,38,,경기도 남양주시 평내동,,37.6491272322,127.2359001137
남양주시,오남3리(진주아파트)경로당,19950101,운영중,17,경기도 남양주시 오남읍 진건오남로 617,경기도 남양주시 오남읍 오남리 683-5번지,12040,37.6886347939,127.2117276972
남양주시,가곡3리 경로당,19950101,운영중,41,경기도 남양주시 화도읍 가곡로19번길 46-15,경기도 남양주시 화도읍 가곡리 235번지,12032,37.6826663731,127.2979699665
남양주시,장현3리경로당,19950101,운영중,40,경기도 남양주시 진접읍 금강로1573번길 35,경기도 남양주시 진접읍 장현리 27-11번지,12002,37.7343241663,127.1948054317
남양주시,"퇴계원4,8,10,18리경로당",19950101,운영중,13,경기도 남양주시 퇴계원면 경춘북로613번길 94,경기도 남양주시 퇴계원면 퇴계원리 366-2번지,12117,37.6575226216,127.1466478690
남양주시,운수2리 경로당,19950101,운영중,26,경기도 남양주시 수동면 남가로1607번길 7,경기도 남양주시 수동면 운수리 12번지,12031,37.6963846781,127.3364052036
남양주시,팔야2리경로당,19950101,운영중,61,경기도 남양주시 진접읍 광릉내로82번길 25,경기도 남양주시 진접읍 팔야리 760-4번지,12019,37.7452151165,127.2064972249
남양주시,배양2리 경로당,19950101,운영중,31,경기도 남양주시 진건읍 고재로35번길 8,경기도 남양주시 진건읍 배양리 498번지,12247,37.6366646672,127.1677031479
남양주시,진주3차 경로당,19950101,운영중,27,경기도 남양주시 경춘로1308번길 20-12,경기도 남양주시 평내동 산 87-3번지,12218,37.6506687832,127.2399729678
남양주시,사능2리경로당,19950101,운영중,15,경기도 남양주시 진건읍 진건오남로 20-18,경기도 남양주시 진건읍 사능리 633-57번지,12140,37.6521428532,127.1804516472
남양주시,묵현1리 경로당,19950101,운영중,40,경기도 남양주시 화도읍 비룡로99번길 69,경기도 남양주시 화도읍 묵현리 117번지,12158,37.6633631832,127.2961821841
남양주시,가곡1리 경로당,19950101,운영중,40,경기도 남양주시 화도읍 가곡로89번길 3,경기도 남양주시 화도읍 가곡리 257-7번지,12032,37.6873008990,127.3001310454
남양주시,월산2리 경로당,19950101,운영중,40,,경기도 남양주시 화도읍 월산리 76번지,12190,37.6549184574,127.3377948346
남양주시,배양1리 경로당,19950101,운영중,40,경기도 남양주시 진건읍 고재로 165,경기도 남양주시 진건읍 배양리 355번지,12241,37.6346094760,127.1807837827
남양주시,진관4리 경로당,19950101,운영중,40,경기도 남양주시 진건읍 사릉로469번길 15,경기도 남양주시 진건읍 진관리 129-9번지,12137,37.6584688538,127.1735310504
남양주시,용정1리 경로당,19950101,운영중,40,경기도 남양주시 진건읍 독정로성지2길 13,경기도 남양주시 진건읍 용정리 101-2번지,12128,37.6819432561,127.1886168029
남양주시,마석 그랜드힐A 경로당,20041011,운영중,0,,경기도 남양주시 화도읍 마석우리 산 71번지,,37.6584707323,127.3069403862
남양주시,마석역 신도브래뉴 2차 아파트(묵현17리) 경로당,20101102,운영중,33,,경기도 남양주시 화도읍 묵현리 마석역 신도브래뉴 2차 아파트,,37.6598866881,127.2769364542
남양주시,호평 휴먼시아 6단지 아파트 경로당,20101103,운영중,60,,경기도 남양주시 호평동 휴먼시아,,37.6665317560,127.2502353399
남양주시,금곡동 금강A 경로당,19971111,운영중,0,경기도 남양주시 홍유릉로248번길 21,경기도 남양주시 금곡동 654번지,12239,37.6263329053,127.2012788764
남양주시,화도읍 청구@ 경로당,20020103,운영중,0,,경기도 남양주시 화도읍 창현리 683번지,12195,37.6399495671,127.3023555783
남양주시,세종아파트 경로당,20010711,운영중,0,경기도 남양주시 의안로240번길 16,경기도 남양주시 평내동 59번지,12220,37.6483341994,127.2449399555
남양주시,월문6리 경로당,20010109,운영중,30,경기도 남양주시 와부읍 고래산로 113,경기도 남양주시 와부읍 월문리 56-13번지,12202,37.6083706911,127.2801675370
남양주시,화도읍 삼익A 경로당,20020315,운영중,0,,경기도 남양주시 화도읍 묵현리 삼익파크힐스아파트 내,,37.6598866881,127.2769364542
남양주시,다산18통(부영1단지) 경로당,20020429,운영중,0,,경기도 남양주시 다산동 부영아파트,,37.5892623511,127.1691497260
남양주시,와부읍 도곡10리 쌍용A 경로당,20020619,운영중,34,,경기도 남양주시 와부읍 도곡리 덕소 쌍용아파트,,37.5781232475,127.2208260817
남양주시,덕소5리 경로당,19950101,운영중,40,,경기도 남양주시 와부읍 덕소리 326번지,12204,37.5991757701,127.2177281373
남양주시,한강우성아파트(도곡7리) 경로당,19981121,운영중,40,,경기도 남양주시 와부읍 도곡리,,37.5781232475,127.2208260817
남양주시,지둔1리 경로당,19950101,운영중,0,,경기도 남양주시 수동면 지둔리,12028,37.7103806714,127.3012438619
남양주시,송천4리 경로당,19950101,운영중,40,,경기도 남양주시 수동면 송천리 109-3번지,12034,37.6885801562,127.3403496525
남양주시,답내1리경로당,19950101,운영중,39,,경기도 남양주시 화도읍 답내리,,37.6608756234,127.3465707516
남양주시,묵현3리 경로당,19960229,운영중,40,경기도 남양주시 화도읍 묵현로양현1길 6,경기도 남양주시 화도읍 묵현리 3리 267번지,12167,37.6586705394,127.2919705935
남양주시,금남3리 경로당,19960726,운영중,0,,경기도 남양주시 화도읍 금남리,,37.6362737790,127.3359097676
남양주시,호평동 대주아파트 경로당,20050726,운영중,40,,경기도 남양주시 호평동,,37.6665317560,127.2502353399
남양주시,장현17리경로당,20041117,운영중,28,,경기도 남양주시 진접읍 길훈아파트 단지 내,,37.7424213533,127.2016904000
남양주시,호평동 주공A 경로당,20041117,운영중,0,,경기도 남양주시 호평동 6/2번지,12141,37.6558858322,127.2612150875
남양주시,와부읍 팔당1리 경로당,20041122,운영중,0,경기도 남양주시 와부읍 팔당로81번길 66,경기도 남양주시 와부읍 팔당리 606-1번지,12277,37.5532640988,127.2400828053
남양주시,평내17통 경로당,19990802,운영중,0,,경기도 남양주시 평내동 효성타운,,37.6491272322,127.2359001137
남양주시,양지7리경로당,20040420,운영중,20,경기도 남양주시 오남읍 진건오남로884번길 56-58,경기도 남양주시 오남읍 양지리 234번지 양지아파트 단지내,12036,37.7087439954,127.2014416431
남양주시,월문3리 경로당,19950102,운영중,0,,경기도 남양주시 와부읍 월문리 3리 503-5번지,12203,37.6002559377,127.2416926875
남양주시,내각7리(원일대궐터)경로당,20041227,운영중,30,경기도 남양주시 진접읍 내각1로73번안길 28,경기도 남양주시 진접읍 내각리 192번지 원일대궐터아파트 내,12072,37.7076011340,127.1652291611
남양주시,녹촌2리 경로당,19950102,운영중,0,,경기도 남양주시 화도읍 묵현리,,37.6598866881,127.2769364542
남양주시,용정11리 경로당,19950102,운영중,0,,경기도 남양주시 진건읍 용정리,,37.6639646658,127.1797091160
남양주시,우남퍼스트빌 경로당,20050106,운영중,0,,경기도 남양주시 평내동 1-2번지,,37.6529493221,127.2482525247
남양주시,양골 경로당,20020222,운영중,35,경기도 남양주시 경춘로양골1길 27,경기도 남양주시 금곡동 202-9번지,12232,37.6366932199,127.2172243164
남양주시,차산2리 경로당,19950102,운영중,30,,경기도 남양주시 화도읍 차산리,,37.6301850259,127.3015800461
남양주시,부평1리경로당,19950102,운영중,65,경기도 남양주시 진접읍 광릉내로 47,경기도 남양주시 진접읍 부평리 524번지,12020,37.7440731779,127.1998567959
남양주시,오남24리(신우1차아파트)경로당,20050204,운영중,50,,경기도 남양주시 오남읍 신우아이딜1차아파트 내,,37.6960596702,127.2529185691
남양주시,내방1리(방동) 경로당,19950102,운영중,23,,경기도 남양주시 수동면 내방리,,37.7389067340,127.2933033509
남양주시,가운1통 경로당,19950102,운영중,22,,경기도 남양주시 가운동 372번지,,37.5994510331,127.1701235951
남양주시,마석주공아파트 경로당,20030901,운영중,50,경기도 남양주시 화도읍 맷돌로91번길 7,경기도 남양주시 화도읍 마석우리 531번지,12165,37.6589215195,127.2997458832
남양주시,평내2통 경로당,19950316,운영중,0,,경기도 남양주시 평내동,,37.6491272322,127.2359001137
남양주시,오남13리(한신1차아파트)경로당,19980907,운영중,20,경기도 남양주시 오남읍 진건오남로550번길 8,경기도 남양주시 오남읍 오남리 362번지 한신1차아파트내,12039,37.6816876790,127.2121163282
남양주시,오남22리(신일1차아파트)경로당,20040609,운영중,22,경기도 남양주시 오남읍 진건오남로 516-53,경기도 남양주시 오남읍 오남리 425번지 신일해피트리아파트 내,12050,37.6791367756,127.2127779835
남양주시,한강우성아파트 경로당,19981029,운영중,61,,경기도 남양주시 와부읍 도곡리 1012번지,12275,37.5774796707,127.2229184960
남양주시,현대홈타운아파트 경로당,20040726,운영중,23,,경기도 남양주시 와부읍 덕소리 600-15번지,12215,37.5849564556,127.2086752594
남양주시,유승한내들 경로당,20140721,운영중,30,,경기도 남양주시 별내동 남양주별내 유승 한내들,,37.6696537758,127.1182783792
남양주시,별가람마을 1-4단지 경로당,20140721,운영중,24,,경기도 남양주시 별내동,,37.6696537758,127.1182783792
남양주시,별내모아미래도 경로당,20141016,운영중,28,,경기도 남양주시 별내동 별내 모아미래도 아파트,,37.6696537758,127.1182783792
남양주시,별내리슈빌아파트경로당,20140218,운영중,31,,경기도 남양주시 별내동 별내리슈빌아파트,,37.6696537758,127.1182783792
남양주시,LH호평1단지아파트,20140402,운영중,0,,경기도 남양주시 호평동,,37.6665317560,127.2502353399
남양주시,금곡18리(휴먼시아24단지)경로당,20110504,운영중,30,경기도 남양주시 진접읍 해밀예당1로 295,경기도 남양주시 진접읍 금곡리 995번지 휴먼시아아파트 단지내,12052,37.7255252141,127.2088139976
남양주시,호평파라곤아파트경로당,20110831,운영중,23,경기도 남양주시 천마산로 65,경기도 남양주시 호평동 724번지,12141,37.6703361266,127.2491371774
남양주시,지금1통 경로당,19950102,운영중,20,,경기도 남양주시 지금동,12265,37.5892623511,127.1691497260
남양주시,덕송1리 경로당,19950102,운영중,0,,경기도 남양주시 별내면 덕송리 1fl 128-3번지,12091,37.6647424908,127.1097931388
남양주시,쌍용아파트 경로당,20021230,운영중,26,경기도 남양주시 퇴계원면 도제원로 57,경기도 남양주시 퇴계원면 퇴계원리 110-10번지 쌍용아파트 경로당,12119,37.6531640574,127.1448943422
남양주시,그랜드힐@ 경로당,20041011,운영중,41,,경기도 남양주시 화도읍 마석우리,,37.6592018492,127.3064220560
남양주시,우송그린아파트경로당,20111122,운영중,24,경기도 남양주시 와부읍 덕소로 25,경기도 남양주시 와부읍 덕소리 604-3번지,12210,37.5891770375,127.2063658150
