시군명,사업장명,인허가일자,영업상태명,입소정원(명),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
가평군,읍내10리경로당,20020123,운영중,42,,경기도 가평군 가평읍 읍내리,,37.8357777189,127.5108932167
가평군,대곡2리경로당,19970521,운영중,50,경기도 가평군 가평읍 새말옛로 10,경기도 가평군 가평읍 대곡리 284-5번지,12417,37.8282310586,127.5101599616
가평군,달전1리경로당,19890516,운영중,58,경기도 가평군 가평읍 북한강변로 1127-1,경기도 가평군 가평읍 달전리 312-1번지,12422,37.8111787596,127.5199684041
가평군,하색1리경로당,19900403,운영중,68,경기도 가평군 가평읍 진동안길 10,경기도 가평군 가평읍 하색리 261-3번지,12424,37.8112331161,127.4968025667
가평군,상색리(벌태봉)경로당,19890516,운영중,47,,경기도 가평군 가평읍 상색리 376번지,12426,37.7923201886,127.4685890652
가평군,가평군지회 상면분회,20040201,운영중,30,,경기도 가평군 상면 연하리 180-4번지,12444,37.8051805015,127.3559818006
가평군,현4리경로당,20021226,운영중,26,,경기도 가평군 하면 현리 567-7번지,12438,37.8177297294,127.3532590891
가평군,청평6리경로당,20061211,운영중,50,,경기도 가평군 청평면,,37.7006061538,127.3961814095
가평군,대곡3리경로당,20061214,운영중,53,경기도 가평군 가평읍 비석거리길 13,경기도 가평군 가평읍 대곡리 197-2번지,12420,37.8230677187,127.5145541626
가평군,백둔리경로당,20010101,운영중,49,,경기도 가평군 북면 백둔리,12406,37.9063601432,127.4617112764
가평군,이곡1리경로당,19860101,운영중,90,경기도 가평군 북면 내촌길 50,경기도 가평군 북면 이곡리 282-2번지,12407,37.8806192392,127.5308539490
가평군,두밀리경로당,19921116,운영중,91,,경기도 가평군 가평읍 두밀리,,37.8251911482,127.4463518408
가평군,경반리경로당,19890516,운영중,70,,경기도 가평군 가평읍 경반리,,37.8417068713,127.4849293205
가평군,승안2리경로당,19890516,운영중,65,,경기도 가평군 가평읍 승안리,,37.8651573574,127.4648877157
가평군,마장1리경로당,19890516,운영중,50,,경기도 가평군 가평읍 마장리 929번지,12409,37.8516204919,127.4992988497
가평군,개곡2리경로당,19920413,운영중,42,경기도 가평군 가평읍 당목가일길 399,경기도 가평군 가평읍 개곡리 348-1번지,12410,37.8687610090,127.5548740606
가평군,산유리경로당,19890516,운영중,63,,경기도 가평군 가평읍,,37.8477015250,127.4521560516
가평군,복장리경로당,19890516,운영중,39,,경기도 가평군 가평읍 복장리,12430,37.7427613479,127.5011237080
가평군,덕현리경로당,19881231,운영중,98,경기도 가평군 상면 광신길 7,경기도 가평군 상면 덕현리 390-1번지,12446,37.7609873044,127.3936751348
가평군,원흥리경로당,19971217,운영중,43,,경기도 가평군 상면 태봉리,,37.8178732126,127.3217779750
가평군,상동리경로당,19950901,운영중,46,,경기도 가평군 상면 상동리,12443,37.7967736898,127.3248890435
가평군,율길2리경로당,19850509,운영중,35,,경기도 가평군 상면 율길리 709번지,12441,37.8276486173,127.2901864050
가평군,운악리경로당,19870720,운영중,62,,경기도 가평군 조종면 운악리,12432,37.8655601834,127.3681681908
가평군,상판리경로당,19881220,운영중,48,경기도 가평군 조종면 명지산로 325,경기도 가평군 하면 상판리 466-3번지,12431,37.9011426246,127.3724257514
가평군,신천3리 경로당,19890315,운영중,40,경기도 가평군 설악면 유명로 1642-77,경기도 가평군 설악면 신천리 377번지,12467,37.6732782614,127.4885530678
가평군,설곡리경로당,19860416,운영중,55,,경기도 가평군 설악면 설곡리 703-1번지,12471,37.6213433435,127.5190812234
가평군,천안1리경로당,19871020,운영중,52,,경기도 가평군 설악면 천안리 558-2번지,12469,37.6415652881,127.4795090544
가평군,이천리경로당,19961210,운영중,25,,경기도 가평군 설악면 이천리,,37.6684574662,127.4593927267
가평군,청평리 장수 경로당,19900101,운영중,26,,경기도 가평군 청평면 청평리 432-15번지,12452,37.7385494024,127.4211706884
가평군,청평3리경로당,19870101,운영중,42,,경기도 가평군 청평면 산 14-13번지,,37.7123547297,127.4041707996
가평군,청평4리경로당,20020301,운영중,74,경기도 가평군 청평면 잠곡로 67,경기도 가평군 청평면 청평리 188-23번지,12452,37.7379369290,127.4261703068
가평군,상천3리경로당,19940101,운영중,37,경기도 가평군 청평면 수리재길 324,경기도 가평군 청평면 상천리 974번지,12449,37.7905399969,127.4320330855
가평군,하천1리경로당,19850101,운영중,45,경기도 가평군 청평면 버들숲로 19-6,경기도 가평군 청평면 하천리 39-5번지,12450,37.7576569597,127.4390035467
가평군,하천2리경로당,19740101,운영중,49,경기도 가평군 청평면 우무내길 7-11,경기도 가평군 청평면 하천리 479-12번지,12450,37.7474374204,127.4299232920
가평군,대성3리경로당,19880101,운영중,64,,경기도 가평군 청평면 대성리,12457,37.6886209142,127.3804045961
가평군,북면분회경로당,19920106,운영중,35,경기도 가평군 북면 화악산로11번길 6-8,경기도 가평군 북면 목동리 891-6번지,12403,37.8869494265,127.5493487459
가평군,목동2리경로당,19880101,운영중,57,,경기도 가평군 북면 목동리,12403,37.8994589871,127.5598670611
가평군,소법2리경로당,19920101,운영중,34,,경기도 가평군 북면 소법리,,37.9022147019,127.5581937088
가평군,화악2리경로당,20030101,운영중,32,경기도 가평군 북면 화악산로 1136,경기도 가평군 북면 화악리 874-15번지,12402,37.9531316703,127.5314293826
가평군,도대2리경로당,19940101,운영중,50,경기도 가평군 북면 가화로 2462,경기도 가평군 북면 도대리 393-15번지,12401,37.9595803866,127.4723855045
가평군,현7리경로당,20170220,운영중,,,경기도 가평군 조종면 현리,,37.8196835400,127.3506334207
가평군,넥스빌아파트경로당,20120206,운영중,38,,경기도 가평군 가평읍 달전리,,37.8068572767,127.5254115317
가평군,항사리벌말,20130627,운영중,15,,경기도 가평군 상면,,37.7696356187,127.3446446384
가평군,하천2리마지기경로당,20130627,운영중,28,,경기도 가평군 청평면,,37.7006061538,127.3961814095
가평군,율길1리(장막동),20111107,운영중,30,,경기도 가평군 상면,,37.7696356187,127.3446446384
가평군,설곡리 성곡경로당,20140528,운영중,20,,경기도 가평군 설악면 설곡리,12471,37.6340569887,127.5330697892
가평군,위곡2리 음동경로당,20091001,운영중,20,,경기도 가평군 설악면 위곡리,12463,37.6635931732,127.5182289628
가평군,대보1리 하곡경로당,20091001,운영중,31,경기도 가평군 조종면 대보간선로 83,경기도 가평군 하면 대보리 446-4번지,12439,37.8152009687,127.3583122055
가평군,오목경로당,20091028,운영중,19,,경기도 가평군 가평읍 대곡리 678번지,,37.8194318751,127.5157215753
가평군,파란채 경로당,20100408,운영중,35,,경기도 가평군 가평읍 읍내리 파란채아파트,,37.8357777189,127.5108932167
가평군,휴먼시아경로당,20101104,운영중,32,,경기도 가평군 가평읍 읍내리 234번지 휴먼시아2단지아파트,12412,37.8343738549,127.5126102395
가평군,묵안2리경로당(조항),20110218,운영중,22,경기도 가평군 설악면 묵안로902번길 49,경기도 가평군 설악면 묵안리 339-1번지,12474,37.6017369432,127.5214483500
가평군,상색리포회촌경로당,20110406,운영중,28,경기도 가평군 가평읍 불기산길 48,경기도 가평군 가평읍 상색리 451-2번지,12426,37.7992379086,127.4757515531
가평군,봉수리 물골 경로당,20140923,운영중,24,경기도 가평군 상면 물골길 210-15,경기도 가평군 상면 봉수리 38-2번지,12440,37.8387813628,127.3057136433
가평군,코아루아파트 경로당,20141223,운영중,24,,경기도 가평군 설악면 선촌리,,37.6803597800,127.4797231250
가평군,신하리 간촌경로당,20150113,운영중,0,,경기도 가평군 하면,,37.8655601834,127.3681681908
가평군,방일3리경로당,19850217,운영중,35,,경기도 가평군 설악면 방일리,12472,37.6266072426,127.5017973567
가평군,대곡1리(오목)경로당,19890516,운영중,17,경기도 가평군 가평읍 오리나무길 56-14,경기도 가평군 가평읍 대곡리 180-10번지,12420,37.8227387201,127.5135524095
가평군,이화리경로당,19890516,운영중,58,,경기도 가평군 가평읍 이화리 453번지,12427,37.7921308589,127.5100833560
가평군,호명리경로당,20060203,운영중,36,경기도 가평군 청평면 호명리길 95-25,경기도 가평군 청평면 호명리 141번지,12455,37.7246075880,127.4633668032
가평군,청평7리경로당,20081008,운영중,23,,경기도 가평군 청평면 청평리,,37.7372994845,127.4179417554
가평군,청평7리경로당,20081020,운영중,47,경기도 가평군 청평면 골안길 7-12,경기도 가평군 청평면 청평리 293-11번지,12451,37.7424086329,127.4228148100
가평군,청평9리경로당,19990101,운영중,33,,경기도 가평군 청평면 청평리 470-37번지,12451,37.7384368951,127.4173127911
가평군,상천2리경로당,19980101,운영중,51,,경기도 가평군 청평면 상천리,12449,37.7694023540,127.4470285947
가평군,청평5리 경로당,20051115,운영중,55,경기도 가평군 청평면 갈오현로 10-6,경기도 가평군 청평면 청평리 446-1번지,12451,37.7372683916,127.4165348369
가평군,연하1리경로당,19901018,운영중,81,경기도 가평군 상면 연하길 24,경기도 가평군 상면 연하리 172-3번지,12444,37.8039545571,127.3562030629
가평군,항사리경로당,19970307,운영중,70,,경기도 가평군 상면,,37.7696356187,127.3446446384
가평군,행현1리경로당,19920608,운영중,65,,경기도 가평군 상면 행현리 203-1번지,12448,37.7737949086,127.3638117669
가평군,임초1리경로당,19881215,운영중,55,경기도 가평군 상면 청군로 700,경기도 가평군 상면 임초리 412-3번지,12447,37.7741576020,127.3717928390
가평군,현2리경로당,19881022,운영중,20,,경기도 가평군 조종면 현리,,37.8196835400,127.3506334207
가평군,위곡3리(여)경로당,20010427,운영중,28,,경기도 가평군 설악면 위곡리 894-4번지,12463,37.6562511990,127.5159684106
가평군,묵안1리경로당,19870105,운영중,32,,경기도 가평군 설악면 묵안리 73-1번지,12474,37.5973990899,127.5385279033
가평군,가일1리경로당,19890516,운영중,44,,경기도 가평군 설악면 가일리 290번지,12473,37.5996197888,127.4918673515
가평군,가일2리경로당,19890516,운영중,35,경기도 가평군 설악면 어비산길 168,경기도 가평군 설악면 가일리 91번지,12473,37.5952660497,127.5094462683
가평군,삼회 1리 경로당,20030101,운영중,40,경기도 가평군 청평면 북한강로 2009,경기도 가평군 청평면 삼회리 201번지,12458,37.6963601869,127.3914875233
가평군,조종면분회,20081100,운영중,80,,경기도 가평군 조종면 현리,,37.8196835400,127.3506334207
가평군,현5리,19881205,운영중,45,경기도 가평군 조종면 청군로 1347-4,경기도 가평군 하면 현리 201-10번지,12438,37.8225388269,127.3415946654
가평군,신상1리,19970320,운영중,34,,경기도 가평군 하면 신상리 355-8번지,12434,37.8345639434,127.3424334474
가평군,신상2리,19901119,운영중,55,,경기도 가평군 하면 신상리 170-1번지,12434,37.8478955718,127.3554582295
가평군,마일1리,19950700,운영중,25,경기도 가평군 조종면 연인산로 535,경기도 가평군 하면 마일리 339-8번지,12433,37.8518422969,127.3785651501
가평군,대보2리,19950700,운영중,30,경기도 가평군 조종면 대보간선로611번길 5,경기도 가평군 하면 대보리 63번지,12439,37.7987890939,127.3915125258
가평군,화악1리,19980101,운영중,47,경기도 가평군 북면 화악지암길 8,경기도 가평군 북면 화악리 472-9번지,12402,37.9255861685,127.5673203852
가평군,고성리경로당,20030301,운영중,30,경기도 가평군 청평면 말래골길 96,경기도 가평군 청평면 고성리 470-2번지,12456,37.7187764072,127.4950879522
가평군,운악리 동구？와곡 경로당,20090331,운영중,0,,경기도 가평군 조종면 운악리,12432,37.8655601834,127.3681681908
가평군,청평3리 창말경로당,20091001,운영중,45,경기도 가평군 청평면 호반로 2-47,경기도 가평군 청평면 731-30번지,12454,37.7266609890,127.4122902326
가평군,미사1리경로당,19811223,운영중,47,,경기도 가평군 설악면,,37.6560228747,127.4998522982
가평군,이천리(영천벌)경로당,20170330,운영중,,,경기도 가평군 설악면 이천리,,37.6684574662,127.4593927267
가평군,운악리(세구지)경로당,20070207,운영중,41,,경기도 가평군 조종면 운악리,12432,37.8655601834,127.3681681908
가평군,대보1리(다부산),20070208,운영중,19,경기도 가평군 조종면 대보간선로 341,경기도 가평군 하면 대보리 159-1번지,12439,37.7963786319,127.3705976210
가평군,주공아파트경로당,20000208,운영중,29,,경기도 가평군 가평읍 270번지 102 102동 903호,,37.8477015250,127.4521560516
가평군,설악면면분회경로당,19910211,운영중,97,경기도 가평군 설악면 신천중앙로120번길 6-86,경기도 가평군 설악면 신천리 430번지,12465,37.6782839600,127.4916123273
가평군,신천1리경로당,19850301,운영중,77,,경기도 가평군 설악면 신천리,,37.6752311699,127.4802570661
가평군,신천2리경로당,19920106,운영중,64,경기도 가평군 설악면 한서로23번길 4,경기도 가평군 설악면 신천리 125-4번지,12465,37.6762282665,127.4963030289
가평군,신천4리경로당,19920106,운영중,40,경기도 가평군 설악면 한갑골길 76,경기도 가평군 설악면 신천리 784-1번지,12467,37.6721998951,127.4812577782
가평군,선촌1리경로당,19881114,운영중,55,경기도 가평군 설악면 자잠로 124,경기도 가평군 설악면 선촌리 102번지,12466,37.6875835766,127.4933625722
가평군,선촌2리(석촌)경로당,19990121,운영중,42,경기도 가평군 설악면 자잠로23번길 76,경기도 가평군 설악면 선촌리 319-6번지,12466,37.6838099543,127.4842798273
가평군,회곡1리경로당,19881009,운영중,45,,경기도 가평군 설악면,,37.6560228747,127.4998522982
가평군,송산1리경로당,19931205,운영중,19,경기도 가평군 설악면 미사리로 291-1,경기도 가평군 설악면 송산리 294-1번지,12461,37.6861400054,127.5232711143
가평군,위곡2리경로당,19850430,운영중,73,경기도 가평군 설악면 한서로 228-13,경기도 가평군 설악면 위곡리 795-4번지,12463,37.6695878002,127.5154141501
가평군,엄소리경로당,19800416,운영중,63,경기도 가평군 설악면 묵안로 182,경기도 가평군 설악면 엄소리 205-9번지,12470,37.6480067215,127.4971360764
가평군,가평읍분회,20030506,운영중,32,,경기도 가평군 가평읍,,37.8477015250,127.4521560516
가평군,읍내1리경로당,20011030,운영중,35,,경기도 가평군 가평읍 읍내리,,37.8357777189,127.5108932167
가평군,읍내5리경로당,19970128,운영중,38,경기도 가평군 가평읍 잎너비길 35,경기도 가평군 가평읍 읍내리 129-2번지,12411,37.8470620940,127.5098003855
가평군,읍내4리경로당,19930323,운영중,33,경기도 가평군 가평읍 중촌로 17-5,경기도 가평군 가평읍 읍내리 601-6번지,12414,37.8334280475,127.5083893991
가평군,읍내7리경로당,19940113,운영중,54,경기도 가평군 가평읍 신용길 10,경기도 가평군 가평읍 읍내리 376-8번지,12419,37.8259608803,127.5163573809
가평군,청평8리경로당,19950101,운영중,46,경기도 가평군 청평면 강변나루로40번길 1,경기도 가평군 청평면 청평리 76-6번지,12454,37.7328592600,127.4149561745
가평군,상천4리경로당,19940101,운영중,60,,경기도 가평군 청평면 상천리,12449,37.7694023540,127.4470285947
가평군,상천1리 경로당,19840101,운영중,58,경기도 가평군 청평면 상천고갯길 8,경기도 가평군 청평면 상천리 252-6번지,12449,37.7805485911,127.4653595405
가평군,연하2리경로당,19890110,운영중,23,경기도 가평군 상면 비룡로 2202-16,경기도 가평군 상면 연하리 442-5번지,12444,37.8012615978,127.3436775541
가평군,행현2리경로당,19910430,운영중,51,,경기도 가평군 상면 행현리,,37.7595647242,127.3622446653
가평군,임초2리경로당,19940716,운영중,90,경기도 가평군 상면 임초밤안골로 50,경기도 가평군 상면 임초리 345-5번지,12447,37.7647700931,127.3716781148
가평군,세양청마루 경로당,20090105,운영중,22,경기도 가평군 청평면 경춘로 807-45,경기도 가평군 청평면 청평리 472번지,12451,37.7401878522,127.4164262841
가평군,사룡리경로당,19961210,운영중,37,경기도 가평군 설악면 자잠로 198,경기도 가평군 설악면 사룡리 산 38-1번지,12460,37.6924164971,127.4880882872
가평군,위곡3리(남) 경로당,19820503,운영중,17,경기도 가평군 설악면 한서로210번길 162,경기도 가평군 설악면 위곡리 413-8번지,12463,37.6557799028,127.5166111069
가평군,묵안2리경로당,19840530,운영중,30,경기도 가평군 설악면 장수로 80-26,경기도 가평군 설악면 묵안리 640-1번지,12474,37.6134547435,127.5140546489
가평군,방일2리경로당,19890516,운영중,58,경기도 가평군 설악면 양방가루재길 6,경기도 가평군 설악면 방일리 215-1번지,12472,37.6230076146,127.4965061067
가평군,우림아파트 경로당,20110218,운영중,22,,경기도 가평군 가평읍 대곡리 360번지 우림필유아파트 101동,12416,37.8229969806,127.5100787054
가평군,금대리 경로당(비령대),20110302,운영중,27,경기도 가평군 가평읍 비령대길 112,경기도 가평군 가평읍 금대리 217번지,12428,37.7646609417,127.5346589198
가평군,개곡2리 줄기리 경로당,20140703,운영중,16,경기도 가평군 가평읍 보납로 459-41,경기도 가평군 가평읍 개곡리 449-4번지,12410,37.8501248204,127.5501562439
가평군,회곡리 안골 경로당,20141118,운영중,0,경기도 가평군 설악면 회곡안골길 28-3,경기도 가평군 설악면 회곡리 390-1번지 외1번지,12459,37.6992795198,127.4522793928
가평군,태봉리(아랫벌길) 경로당,20150212,운영중,27,경기도 가평군 상면 아랫벌길 11-1,경기도 가평군 상면 태봉리 371-2번지,12442,37.7966193823,127.3350386849
가평군,청평2리 경로당,20120120,운영중,38,,경기도 가평군 청평면,,37.7006061538,127.3961814095
가평군,청평삼성쉐르빌,20120924,운영중,25,,경기도 가평군 청평면 청평리,,37.7372994845,127.4179417554
가평군,하색2리(칠악골)경로당,20140318,운영중,20,경기도 가평군 가평읍 달전천벚꽃길 257-21,경기도 가평군 가평읍 하색리 151-2번지,12424,37.8024848442,127.4946891137
가평군,위곡3리(여) 경로당,20091001,운영중,0,,경기도 가평군 설악면 위곡리,12463,37.6635931732,127.5182289628
가평군,송산2리 경로당,20091001,운영중,17,경기도 가평군 설악면 미사리로645번길 205,경기도 가평군 설악면 송산리 1036-1번지,12461,37.7207520474,127.5258836462
가평군,읍내8리 경로당,20070101,운영중,55,경기도 가평군 가평읍 자라목3길 8,경기도 가평군 가평읍 읍내리 302-7번지,12411,37.8309024052,127.5194699112
가평군,대성2리 경로당,20030101,운영중,39,,경기도 가평군 청평면 대성리 36-15번지,12457,37.7237157446,127.4041753676
가평군,삼회2리 경로당,19960101,운영중,35,,경기도 가평군 청평면 삼회리 475-6번지,12458,37.6674473722,127.3807053568
가평군,현3리,20011201,운영중,55,,경기도 가평군 하면 현리 477-13번지,12438,37.8121520505,127.3505072462
가평군,현6리,19881101,운영중,40,경기도 가평군 조종면 연인산로 18,경기도 가평군 하면 현리 253-4번지,12437,37.8219514931,127.3514504566
가평군,신상3리,19881219,운영중,40,,경기도 가평군 하면 신상리 673번지,12434,37.8355361595,127.3364058628
가평군,마일2리,19930101,운영중,36,,경기도 가평군 하면 마일리 193번지,12433,37.8214526408,127.3788994492
가평군,대보1리(이곡),19920821,운영중,38,경기도 가평군 조종면 대보간선로 155,경기도 가평군 하면 대보리 338-4번지,12439,37.8101521367,127.3624556118
가평군,면노인회,19920101,운영중,677,경기도 가평군 북면 화악산로11번길 6-8,경기도 가평군 북면 목동리 891-6번지,12403,37.8869494265,127.5493487459
가평군,적목리경로당,19980101,운영중,44,경기도 가평군 북면 가화로 2681,경기도 가평군 북면 적목리 147-4번지,12400,37.9702443016,127.4547226537
가평군,선촌2리(탐선)경로당,19900403,운영중,32,경기도 가평군 설악면 유명로 1718,경기도 가평군 설악면 선촌리 438-3번지,12466,37.6769709372,127.4800301665
가평군,회곡2리경로당,19901119,운영중,22,경기도 가평군 설악면 다락재로 116,경기도 가평군 설악면 회곡리 125-3번지,12459,37.6725015820,127.4597008696
가평군,위곡1리경로당,19840410,운영중,35,경기도 가평군 설악면 한서로 365,경기도 가평군 설악면 위곡리 200-1번지,12463,37.6715277283,127.5290857547
가평군,창의리경로당,19891206,운영중,68,경기도 가평군 설악면 한서로 153-5,경기도 가평군 설악면 창의리 112-3번지,12464,37.6698925772,127.5074141492
가평군,사룡리(용문천) 경로당,20071019,운영중,22,,"경기도 가평군 설악면 사룡리 740,748-2번지",12460,37.7026641775,127.4958545337
가평군,읍내3리경로당,20021212,운영중,50,경기도 가평군 가평읍 보납로 3,경기도 가평군 가평읍 읍내리 505-2번지,12413,37.8313726787,127.5107721410
가평군,읍내2리경로당,19990728,운영중,53,경기도 가평군 가평읍 장터길 15,경기도 가평군 가평읍 읍내리 397-23번지,12419,37.8290986578,127.5157771105
가평군,읍내6리경로당,19890515,운영중,54,경기도 가평군 가평읍 새말옛로6번길 7,경기도 가평군 가평읍 읍내리 536-2번지,12417,37.8288166483,127.5101639703
가평군,읍내9리경로당,19950322,운영중,34,경기도 가평군 가평읍 가화로 152,경기도 가평군 가평읍 읍내리 266-3번지,12412,37.8328440835,127.5121907802
가평군,대곡1리(남)경로당,19791127,운영중,27,경기도 가평군 가평읍 오리나무길 44,경기도 가평군 가평읍 대곡리 175-5번지,12420,37.8235669641,127.5136944106
가평군,대곡4리경로당,19900403,운영중,78,경기도 가평군 가평읍 석봉로77번길 1,경기도 가평군 가평읍 대곡리 145-8번지,12416,37.8219868757,127.5124114661
가평군,달전2리경로당,19890516,운영중,70,경기도 가평군 가평읍 강산길 14,경기도 가평군 가평읍 달전리 454번지,12422,37.8140416242,127.5163316044
가평군,하색2리경로당,19900906,운영중,76,경기도 가평군 가평읍 태봉안길 23,경기도 가평군 가평읍 하색리 487-1번지,12424,37.8046561389,127.4881630378
가평군,현1리경로당,20010100,운영중,40,경기도 가평군 조종면 현창로62번길 14-19,경기도 가평군 하면 현리 288-9번지,12437,37.8215389883,127.3477345731
가평군,청평1리경로당,20040803,운영중,56,경기도 가평군 청평면 시장중앙로 17,경기도 가평군 청평면 청평리 738-8번지,12453,37.7345787345,127.4153400656
가평군,하색2리(진양마을)경로당,20180124,운영중,,,경기도 가평군 가평읍 하색리,12424,37.8145090586,127.5019007428
가평군,봉수리경로당,19921006,운영중,38,경기도 가평군 상면 물골길 442-10,경기도 가평군 상면 봉수리 76-1번지,12440,37.8527800990,127.2921018857
가평군,신하리경로당,19920304,운영중,56,,경기도 가평군 조종면 신하리,12436,37.8383858921,127.3630015808
가평군,상 봉수리 경로당,20080218,운영중,46,경기도 가평군 상면 봉수로150번길 28,경기도 가평군 상면 봉수리 170번지,12440,37.8615623177,127.2928748443
가평군,방일1리경로당,19871101,운영중,30,경기도 가평군 설악면 양방가루재길 101,경기도 가평군 설악면 방일리 104-3번지,12472,37.6294788290,127.5002532483
가평군,천안2리경로당,19901119,운영중,20,경기도 가평군 설악면 천현길 17,경기도 가평군 설악면 천안리 401번지,12469,37.6498073225,127.4754710929
가평군,대성1리경로당,19830101,운영중,33,경기도 가평군 청평면 큰갈월로 3,경기도 가평군 청평면 대성리 105-2번지,12457,37.7208830333,127.4026175445
가평군,목동1리경로당,20010101,운영중,53,경기도 가평군 북면 화악산로 8-12,경기도 가평군 북면 목동리 849-6번지,12403,37.8858922145,127.5500229789
가평군,소법1리경로당,19930101,운영중,39,경기도 가평군 북면 손일로 132,경기도 가평군 북면 소법리 402-2번지,12404,37.9007232124,127.5496324844
가평군,도대1리경로당,19910101,운영중,43,경기도 가평군 북면 대촌들길 2,경기도 가평군 북면 도대리 154-4번지,12401,37.9242750746,127.4940546751
가평군,제령리경로당,19890101,운영중,53,경기도 가평군 북면 꽃넘이길 15-6,경기도 가평군 북면 제령리 290-2번지,12405,37.8943899609,127.5298267760
가평군,이곡2리경로당,19880101,운영중,74,경기도 가평군 북면 가화로 939,경기도 가평군 북면 이곡리 61-4번지,12407,37.8798663220,127.5458523612
가평군,승안1리경로당,19940113,운영중,69,,경기도 가평군 가평읍 승안리,,37.8651573574,127.4648877157
가평군,마장2리경로당,19890516,운영중,85,,경기도 가평군 가평읍 마장리 352번지,12409,37.8588952648,127.5151312531
가평군,개곡1리경로당,20040905,운영중,43,경기도 가평군 가평읍 능모루길 117,경기도 가평군 가평읍 개곡리 781-11번지,12410,37.8671709637,127.5322921992
가평군,금대리경로당,19890516,운영중,31,,경기도 가평군 가평읍 금대리 140번지,12428,37.7568791316,127.5361351502
가평군,태봉1리경로당,19830915,운영중,71,경기도 가평군 상면 태봉골길 59,경기도 가평군 상면 태봉리 328번지,12442,37.8017091787,127.3320184441
가평군,율길1리경로당,19851129,운영중,42,경기도 가평군 상면 음지말로 6,경기도 가평군 상면 율길리 327번지,12441,37.8315380303,127.2912692475
고양시,양지마을경로당,20040830,운영중,0,,경기도 고양시 덕양구 화전동 281-1번지,10538,37.6052262257,126.8711755853
고양시,덕이동문3차경로당,20040726,운영중,22,경기도 고양시 일산서구 장자길118번길 27,경기도 고양시 일산서구 덕이동 676-1번지,10228,37.7024882308,126.7425501403
고양시,장수경로당,20041201,운영중,0,,경기도 고양시 덕양구 향동동 368-13번지,,37.5908891297,126.8858635318
고양시,닥밭경로당,20041215,운영중,45,,경기도 고양시 일산동구 장항동 698번지,,37.6641258527,126.7686268419
고양시,대화양우파크타운경로당,20040323,운영중,40,,경기도 고양시 일산서구 대화동 2579번지,10218,37.6706822567,126.7336275942
고양시,철산아파트경로당,20020705,운영중,22,,경기도 고양시 일산서구 덕이동 277-10번지,10233,37.6950718108,126.7586878429
고양시,사제걍로당,20020708,운영중,25,경기도 고양시 일산동구 산두로175번길 30,경기도 고양시 일산동구 정발산동 1241번지,10358,37.6729890562,126.7814301767
고양시,강선11단지경로당,20020724,운영중,30,경기도 고양시 일산서구 중앙로 1388,경기도 고양시 일산서구 주엽동 73번지,10366,37.6685431523,126.7654053521
고양시,중앙하이츠빌경로당,20020725,운영중,0,경기도 고양시 일산동구 백마로 499,경기도 고양시 일산동구 풍동 147-2번지,10304,37.6629107973,126.8036283431
고양시,소만2단지경로당,19970912,운영중,31,,경기도 고양시 덕양구 행신동 798번지,10531,37.6161962939,126.8459550774
고양시,샘터2단지공임,19970805,운영중,30,경기도 고양시 덕양구 충장로 118-30,경기도 고양시 덕양구 행신동 983번지,10518,37.6208319499,126.8362040580
고양시,에이스10차경로당,19970918,운영중,24,,경기도 고양시 일산서구 탄현동 34번지,,37.7017360144,126.7706289986
고양시,흥도2통경로당,19961224,운영중,0,경기도 고양시 덕양구 흥도로454번길 25,경기도 고양시 덕양구 성사동 31-4번지,10480,37.6449106880,126.8532030048
고양시,은빛마을5단지경로당,19960406,운영중,63,,경기도 고양시 덕양구 화정동 870번지,10474,37.6421846303,126.8359524170
고양시,달빛마을3단지경로당,19960604,운영중,31,,경기도 고양시 덕양구 화정동 865번지,10475,37.6435216728,126.8321763657
고양시,강선7단지경로당,20020726,운영중,50,,경기도 고양시 일산서구 주엽동 65번지,10388,37.6710441769,126.7635951687
고양시,문촌3단지경로당,20020731,운영중,50,,경기도 고양시 일산서구 주엽동 32번지,10375,37.6758181064,126.7630130683
고양시,내유1경로당,19810715,운영중,45,,경기도 고양시 덕양구 내유동 271-2번지,10264,37.7201258456,126.8553088883
고양시,현천2경로당,19810301,운영중,0,경기도 고양시 덕양구 해포길 38-29,경기도 고양시 덕양구 현천동 383번지,10542,37.5909712522,126.8547037668
고양시,장항5 경로당,19810501,운영중,20,,경기도 고양시 일산동구 장항동 550-4번지,10428,37.6394124071,126.7641838384
고양시,성석동(이전부락)경로당,19810301,운영중,51,경기도 고양시 일산동구 성석로 189-3,경기도 고양시 일산동구 성석동 764-8번지,10329,37.6937940793,126.7973437651
고양시,가라산 경로당,20080828,운영중,0,경기도 고양시 덕양구 화신로 148,경기도 고양시 덕양구 행신동 924번지,10493,37.6248853731,126.8420061076
고양시,서정마을3단지 경로당,20081204,운영중,0,경기도 고양시 덕양구 소원로 267,경기도 고양시 덕양구 행신동 1096번지,10534,37.6148861529,126.8499786190
고양시,서정마을1단지 경로당,20081205,운영중,0,,경기도 고양시 덕양구 행신동 1074번지,10486,37.6197469491,126.8465705944
고양시,장촌 경로당(시립),19971119,운영중,58,경기도 고양시 일산서구 호수로838번길 55-7,경기도 고양시 일산서구 대화동 2265번지,10383,37.6720169309,126.7504889871
고양시,장성2단지 경로당,19960514,운영중,63,,경기도 고양시 일산서구 대화동 2236번지,10382,37.6739917615,126.7471044315
