NAME,SIGUNNAME,GUNAME,DONGNAME,X,Y,UNIQUEID,BUSSTOPID
연제공용버스차고지,부산광역시,-,-,129.0531722,35.1852428,13179,50000001059
초읍고개,부산광역시,-,-,129.054089,35.18547513,13183,50000002492
개인택시조합,부산광역시,연제구,거제2동,129.0557105,35.18678579,13132,21130521003
부산의료원,부산광역시,연제구,거제2동,129.0605792,35.18825674,13123,21130521007
삼정그린아파트,부산광역시,연제구,거제2동,129.0630257,35.18948288,13029,21130521008
사직실내수영장,부산광역시,-,-,129.0635433,35.19211357,13170,50000001064
아시아드주경기장,부산광역시,-,-,129.0603379,35.19146527,13172,50000001062
사직119안전센터,부산광역시,-,-,129.0588502,35.19471672,13174,50000001060
사직여중,부산광역시,동래구,사직2동,129.0563744,35.19497738,6103,21060591019
사직여고,부산광역시,동래구,사직2동,129.0536218,35.19724202,6105,21060591001
사직중학교,부산광역시,동래구,사직2동,129.0543104,35.19942917,6106,21060591005
사직초등학교,부산광역시,동래구,사직2동,129.0558273,35.2005879,6107,21060591006
사직2동주민센터,부산광역시,동래구,사직2동,129.0569129,35.20028776,6108,21060591007
삼익아파트,부산광역시,동래구,사직2동,129.0588327,35.19965706,6111,21060591008
국민시장,부산광역시,동래구,사직2동,129.0599718,35.19888489,6112,21060591009
사직야구장,부산광역시,동래구,사직2동,129.0607446,35.19623931,6125,21060591017
사직운동장,부산광역시,동래구,사직1동,129.0651848,35.19640075,6129,21060581001
여명중학교,부산광역시,동래구,사직3동,129.069993,35.1958973,6133,21060601004
대선주조,부산광역시,연제구,거제1동,129.0726592,35.19644925,13001,21130511001
화신아파트,부산광역시,연제구,거제1동,129.0750535,35.19821456,13002,21130511002
교대역,부산광역시,-,-,129.0796335,35.19662561,13701,50000002604
동해선교대역,부산광역시,-,-,129.0795449,35.19423007,13713,50000002605
거제1치안센터,부산광역시,연제구,거제1동,129.0775507,35.19128113,13011,21130511016
법원검찰청.거제역,부산광역시,연제구,거제1동,129.0750275,35.1896623,13137,21130511003
경남아파트,부산광역시,연제구,거제3동,129.0719909,35.1867945,13026,21130531003
동해선거제해맞이역,부산광역시,연제구,거제3동,129.069405,35.18177491,13031,21130531009
유림아시아드아파트.거제초교,부산광역시,부산진구,양정1동,129.0674057,35.1765225,13035,21050561013
하마정,부산광역시,부산진구,양정1동,129.0672891,35.17447258,5027,21050561001
양정대원칸타빌,부산광역시,부산진구,양정1동,129.0671752,35.17144606,5026,21050561009
송상현광장,부산광역시,-,-,129.065461,35.16639336,5705,50000002618
부전역,부산광역시,-,-,129.063209,35.16304339,5707,50000002620
부전시장,부산광역시,-,-,129.0610847,35.16040312,5709,50000002621
서면역.서면지하상가,부산광역시,-,-,129.0590191,35.15594596,5711,50000002623
서면한전,부산광역시,-,-,129.0590381,35.15321511,5713,50000002626
범내골역,부산광역시,-,-,129.0591111,35.14871256,5715,50000002989
중앙시장,부산광역시,-,-,129.0591913,35.14361961,5717,50000002991
범일동국민은행,부산광역시,동구,범일2동,129.0608784,35.13892595,3146,21030661002
문현교차로,부산광역시,남구,문현3동,129.0714578,35.13708849,7048,21070681004
문현3동행정복지센터,부산광역시,남구,문현3동,129.0712406,35.13885306,7039,21070681010
문현삼거리,부산광역시,남구,문현3동,129.0730512,35.14167366,7038,21070681005
현대주유소,부산광역시,남구,문현3동,129.0760116,35.14331191,7030,21070681007
대연SK뷰아파트,부산광역시,남구,대연6동,129.0787279,35.1413729,7028,21070561001
연포초등학교,부산광역시,남구,대연6동,129.0831078,35.13815681,7026,21070561006
부산세무고,부산광역시,남구,대연6동,129.0866989,35.13799895,7024,21070561007
대연교회,부산광역시,남구,대연5동,129.0907682,35.1380472,7022,21070551002
대연초등학교,부산광역시,남구,대연5동,129.0914643,35.13652177,7021,21070551007
대연역,부산광역시,남구,대연1동,129.0948684,35.13532545,7015,21070511003
경성대학교입구,부산광역시,남구,대연3동,129.1003691,35.13637681,7010,21070531028
부경대대연캠퍼스,부산광역시,남구,대연3동,129.1010586,35.13234515,7012,21070531016
대천중학교,부산광역시,남구,대연3동,129.1027085,35.12808492,7124,21070531015
한국산업인력공단남부지사,부산광역시,남구,대연3동,129.1015171,35.1271415,7121,21070531020
동명대학교정문,부산광역시,남구,용당동,129.0990674,35.12275288,7119,21070611006
동명대학교후문,부산광역시,남구,용당동,129.0980137,35.12058127,7112,21070611004
부경대용당캠퍼스,부산광역시,남구,용당동,129.0957618,35.11796307,7114,21070611008
용당동,부산광역시,남구,용당동,129.0948786,35.11565552,7193,21070611001
신선대부두입구,부산광역시,-,-,129.0954929,35.11380502,7203,50000000712
현대오일뱅크,부산광역시,-,-,129.0879189,35.11053391,7204,50000000713
감만현대아파트사거리,부산광역시,-,-,129.0837105,35.11064583,-,50000002857
현대오일뱅크,부산광역시,-,-,129.0880225,35.11029783,7205,50000000714
신선대CNG충전소,부산광역시,남구,용당동,129.0958902,35.11370811,7192,21070611025
용당동,부산광역시,남구,용당동,129.0952205,35.11571362,7194,21070611002
부경대용당캠퍼스,부산광역시,남구,용당동,129.0964663,35.11827928,7115,21070611013
동명대학교후문,부산광역시,남구,용당동,129.0981137,35.120201,7113,21070611003
동명대학교정문,부산광역시,남구,용당동,129.0993979,35.12259847,7120,21070611005
한국산업인력공단남부지사,부산광역시,남구,대연3동,129.1019278,35.12711637,7122,21070531017
대천중학교,부산광역시,남구,대연3동,129.1031637,35.1279612,7123,21070531018
도로교통공단,부산광역시,남구,대연3동,129.103184,35.13093844,7126,21070531022
부경대대연캠퍼스,부산광역시,남구,대연3동,129.1012804,35.13287689,7011,21070531023
경성대학교입구,부산광역시,남구,대연3동,129.1007044,35.13642336,7009,21070531026
경성대학교,부산광역시,남구,대연3동,129.097944,35.13654414,7013,21070531025
대연사거리(대연역),부산광역시,남구,대연5동,129.0934069,35.13532052,7018,21070551005
대연초등학교,부산광역시,남구,대연5동,129.0918248,35.13618421,7020,21070551004
대연교회,부산광역시,남구,대연5동,129.0901975,35.1381797,7023,21070551001
부산세무고,부산광역시,남구,대연6동,129.0860954,35.13817083,7025,21070561002
연포초등학교,부산광역시,남구,대연6동,129.0814881,35.13855302,7027,21070561005
대연SK뷰아파트,부산광역시,남구,문현1동,129.0789559,35.14146286,7029,21070661005
현대주유소,부산광역시,-,-,129.0760183,35.14351713,7217,50000002160
문현삼거리,부산광역시,-,-,129.0727498,35.14160407,7218,50000002161
문현3동행정복지센터,부산광역시,남구,문현3동,129.0709752,35.13898826,7040,21070681006
문현교차로,부산광역시,남구,문현3동,129.0701294,35.13713748,7046,21070681003
자성대,부산광역시,동구,범일2동,129.0624202,35.13737074,3143,21030661016
범일역,부산광역시,-,-,129.059507,35.13873445,3702,50000002992
중앙시장,부산광역시,-,-,129.059429,35.14325962,5716,50000002990
범내골역.상공회의소,부산광역시,부산진구,범천1동,129.0610247,35.14776933,5223,21050771010
지오플레이스,부산광역시,부산진구,전포3동,129.063214,35.14919404,5238,21050621003
경남공고,부산광역시,-,-,129.0624046,35.151939,5349,50000000663
부전도서관,부산광역시,부산진구,전포1동,129.0624361,35.15499546,5281,21050601003
전포초등학교,부산광역시,부산진구,전포2동,129.0624276,35.15999348,5251,21050611005
송상현광장,부산광역시,-,-,129.065312,35.1659273,5706,50000002619
양정대원칸타빌,부산광역시,부산진구,양정1동,129.0675273,35.17064857,5023,21050561011
하마정,부산광역시,연제구,거제3동,129.0680996,35.17674541,13037,21130531002
동해선거제해맞이역,부산광역시,연제구,거제3동,129.0702704,35.18240393,13033,21130531004
경남아파트,부산광역시,연제구,거제3동,129.0722243,35.18622136,13028,21130531011
법원검찰청.거제역,부산광역시,연제구,거제1동,129.0752956,35.18919365,13012,21130511005
거제1치안센터,부산광역시,연제구,거제1동,129.0781153,35.19107252,13010,21130511021
교대역,부산광역시,연제구,거제1동,129.0799357,35.19671176,13003,21130511015
화신아파트,부산광역시,동래구,사직3동,129.0758294,35.19878064,6140,21060601001
대선주조,부산광역시,동래구,사직3동,129.0720732,35.19661496,6135,21060601010
여명중학교,부산광역시,동래구,사직3동,129.0690796,35.19600978,6132,21060601006
사직운동장,부산광역시,동래구,사직1동,129.0651867,35.19516761,6126,21060581002
사직야구장,부산광역시,동래구,사직1동,129.0622293,35.19610719,6131,21060581005
사직사거리,부산광역시,동래구,사직1동,129.0603073,35.19844498,6122,21060581003
삼익아파트,부산광역시,동래구,사직1동,129.0594075,35.19962586,6110,21060581006
사직2동주민센터,부산광역시,동래구,사직2동,129.0568139,35.20049668,6109,21060591012
사직초등학교,부산광역시,동래구,사직2동,129.0552907,35.20051679,6114,21060591013
사직중학교,부산광역시,-,-,129.0539514,35.19940937,6254,50000002491
동인고등학교,부산광역시,동래구,사직2동,129.0531467,35.19794773,6116,21060591003
사직여고,부산광역시,동래구,사직2동,129.053573,35.19661692,6117,21060591004
원광사,부산광역시,동래구,사직2동,129.0541156,35.19478345,6104,21060591010
사직여중,부산광역시,동래구,사직2동,129.0568011,35.19481021,6119,21060591014
사직119안전센터,부산광역시,-,-,129.0585851,35.19465364,13175,50000001061
아시아드주경기장,부산광역시,-,-,129.0593372,35.19215818,13173,50000001066
사직실내수영장,부산광역시,-,-,129.0624554,35.19163647,13171,50000001063
홈플러스,부산광역시,-,-,129.0646545,35.19177923,13176,50000001065
삼정그린아파트,부산광역시,연제구,거제2동,129.0633256,35.19005208,13030,21130521010
부산의료원,부산광역시,연제구,거제2동,129.0603419,35.18857563,13130,21130521011
국가기록원.역사기록관,부산광역시,연제구,거제2동,129.0555449,35.18715611,13131,21130521012
연제공용버스차고지,부산광역시,-,-,129.0533295,35.18550153,-,50000002301
청강리공영차고지,부산광역시,-,-,129.2126826,35.22425604,16265,50000000171
청강리공영차고지입구,부산광역시,-,-,129.2132155,35.22386557,16264,50000000370
연화교차로,부산광역시,-,-,129.2124736,35.21696298,16334,50000000768
서암입구,부산광역시,-,-,129.2222057,35.21084176,16336,50000000770
기차여행,부산광역시,기장군,기장읍,129.222894,35.20873074,16113,21310111108
해광사,부산광역시,기장군,기장읍,129.224034,35.2053903,16078,21310111097
동암후문,부산광역시,기장군,기장읍,129.2227163,35.19759192,16098,21310111098
동암정문,부산광역시,기장군,기장읍,129.2218277,35.19615239,16097,21310111099
용궁사.국립수산과학원,부산광역시,기장군,기장읍,129.2200227,35.19410843,16069,21310111100
동부산관광단지,부산광역시,기장군,기장읍,129.2150969,35.1912408,16096,21310111091
당사.공수마을,부산광역시,기장군,기장읍,129.2111588,35.18606489,16002,21310111092
공수.양경마을,부산광역시,기장군,기장읍,129.2100782,35.18377028,16094,21310111093
송정해수욕장,부산광역시,해운대구,송정동,129.2039765,35.18247667,9089,21090561005
송정,부산광역시,해운대구,송정동,129.2020861,35.18353542,9022,21090561017
송정1단지주공,부산광역시,해운대구,송정동,129.1991908,35.18132624,9012,21090561014
부흥고.해운대백병원,부산광역시,해운대구,좌제1동,129.1803438,35.17409255,9043,21090661020
한라아파트,부산광역시,해운대구,좌제1동,129.1825393,35.17058136,9037,21090661012
영남아파트,부산광역시,해운대구,좌제2동,129.182715,35.16869001,9032,21090671004
대우아파트,부산광역시,해운대구,좌제2동,129.1813719,35.16741592,9031,21090671005
현대아파트,부산광역시,해운대구,좌제2동,129.1784482,35.16555324,9026,21090671006
해운대보건소,부산광역시,해운대구,좌제2동,129.1794036,35.16374471,9020,21090671008
동백중학교,부산광역시,해운대구,중1동,129.176119,35.16253413,9024,21090531010
미포.문탠로드입구,부산광역시,해운대구,중1동,129.1727066,35.16173834,9021,21090531004
중1동,부산광역시,해운대구,중1동,129.1675479,35.16220862,9084,21090531007
해운대구청,부산광역시,해운대구,중1동,129.164525,35.16309075,9090,21090531008
해운대구청어귀삼거리,부산광역시,-,-,129.1616568,35.16525471,9731,50000002533
해운대도시철도역,부산광역시,-,-,129.1586386,35.16357836,9729,50000002531
운촌,부산광역시,-,-,129.1518252,35.1602888,9727,50000002530
동백역,부산광역시,-,-,129.147387,35.16176896,9723,50000002211
부산문화여고,부산광역시,-,-,129.1446868,35.16320006,9721,50000002210
올림픽교차로,부산광역시,-,-,129.1404785,35.16760003,9719,50000002208
벡스코.시립미술관,부산광역시,-,-,129.1369897,35.17057256,9717,50000001999
동해선벡스코역,부산광역시,-,-,129.1340826,35.17166466,9715,50000001997
센텀센시빌,부산광역시,-,-,129.1314656,35.17483773,9713,50000001996
센텀고등학교,부산광역시,-,-,129.1289441,35.17704483,9711,50000001994
동해선센텀역,부산광역시,-,-,129.1255197,35.17957415,9709,50000001991
동부지청어귀교차로,부산광역시,-,-,129.1224736,35.18272754,9707,50000001989
과정교,부산광역시,해운대구,재송1동,129.1189318,35.18455564,9331,21090641030
수영강푸르지오아파트,부산광역시,연제구,연산9동,129.1119113,35.18460069,13161,21130631027
연제예식장,부산광역시,연제구,연산9동,129.1094452,35.18460744,13163,21130631030
부산소방본부.교통정보서비스센터,부산광역시,연제구,연산9동,129.1072961,35.18490254,13082,21130631011
태광아파트,부산광역시,연제구,연산9동,129.1073136,35.18675478,13081,21130631018
토곡한양아파트,부산광역시,연제구,연산9동,129.1055186,35.1879848,13076,21130631020
연산8치안센터,부산광역시,연제구,연산9동,129.1018614,35.18785014,13074,21130631021
파크시티아파트입구,부산광역시,-,-,129.0985438,35.18800191,13169,50000001129
연천시장,부산광역시,연제구,연산8동,129.0962558,35.18839956,13070,21130621009
연동시장,부산광역시,연제구,연산1동,129.0928037,35.18944988,13065,21130551007
경동아파트,부산광역시,연제구,연산1동,129.0909118,35.19049888,13062,21130551008
연안교,부산광역시,연제구,연산1동,129.090482,35.19277356,13061,21130551005
우성아파트,부산광역시,동래구,수민동,129.0929271,35.19495525,6164,21060511006
동래봉생병원,부산광역시,동래구,수민동,129.0954266,35.19713327,6165,21060511007
낙민역.동래고등학교,부산광역시,동래구,안락1동,129.0946251,35.19903191,6161,21060611020
동래시장,부산광역시,-,-,129.0880317,35.20101588,6711,50000002293
동래시장정문.수안치안센터,부산광역시,동래구,수민동,129.0855679,35.20291119,6251,21060511003
부산은행동래금융센터,부산광역시,동래구,복산동,129.0845647,35.20457361,6252,21060521001
복산동주민센터,부산광역시,동래구,복산동,129.0855667,35.20629181,6253,21060521002
명륜초등학교,부산광역시,동래구,명륜1동,129.082436,35.20888918,6042,21060531023
동래구노인복지관,부산광역시,동래구,명륜2동,129.0832842,35.21349471,6040,21060541001
온천입구,부산광역시,동래구,명륜2동,129.0851959,35.21645517,6018,21060541002
온천장,부산광역시,동래구,온천1동,129.0835117,35.21953967,6013,21060551006
온천장역.CGV동래,부산광역시,동래구,온천1동,129.0853726,35.22200701,6232,21060551030
금정초등학교,부산광역시,금정구,장전3동,129.0858511,35.22598445,11090,21110631002
부산대학교정문,부산광역시,금정구,장전3동,129.0869587,35.23236166,11080,21110631007
장전1치안센터,부산광역시,금정구,장전1동,129.0877381,35.23570123,11076,21110611008
장전역,부산광역시,금정구,장전1동,129.0880262,35.23839881,11071,21110611003
장전동어린이놀이터,부산광역시,금정구,장전1동,129.0863624,35.23812668,11074,21110611002
장전중앙교회,부산광역시,금정구,장전1동,129.0860355,35.23528615,11075,21110611006
현대아파트,부산광역시,금정구,장전1동,129.0855148,35.23325769,11079,21110611007
부산대학교정문,부산광역시,금정구,장전2동,129.0851576,35.23193029,11085,21110621006
부산대학교후문,부산광역시,금정구,장전3동,129.0853922,35.22851256,11089,21110631010
금정초등학교,부산광역시,금정구,장전3동,129.0856837,35.22674116,11091,21110631008
온천장역.SK허브스카이,부산광역시,동래구,온천1동,129.0848877,35.22176173,6011,21060551009
온천장,부산광역시,동래구,온천1동,129.083442,35.21828732,6023,21060551029
온천입구,부산광역시,동래구,명륜2동,129.0843777,35.21624715,6020,21060541005
동래구노인복지관,부산광역시,동래구,명륜2동,129.0830369,35.21361278,6036,21060541007
동래우체국,부산광역시,동래구,명륜1동,129.0822277,35.20942119,6045,21060531002
부산지방기상청,부산광역시,-,-,129.0819229,35.20685711,6255,50000002527
동래전화국,부산광역시,동래구,명륜1동,129.0826235,35.20414434,6071,21060531005
동래시장,부산광역시,-,-,129.0871758,35.20103514,6712,50000002294
낙민역.동래고등학교,부산광역시,동래구,수민동,129.092211,35.19956657,6158,21060511031
동래봉생병원,부산광역시,동래구,수민동,129.0953916,35.19748083,6162,21060511009
우성아파트,부산광역시,동래구,수민동,129.0924886,35.19494016,6163,21060511010
경동아파트,부산광역시,연제구,연산1동,129.0910466,35.19007038,13063,21130551006
연동시장,부산광역시,연제구,연산8동,129.0945026,35.18857486,13069,21130621007
부산경상대학입구,부산광역시,연제구,연산8동,129.0982269,35.18772644,13071,21130621008
연산8치안센터,부산광역시,연제구,연산9동,129.1029443,35.18759304,13075,21130631015
토곡한양아파트,부산광역시,연제구,연산9동,129.1062074,35.18768075,13077,21130631016
태광아파트,부산광역시,연제구,연산9동,129.1069681,35.18687883,13080,21130631014
부산소방본부.교통정보서비스센터,부산광역시,연제구,연산9동,129.1081043,35.18438844,13158,21130631029
수영강푸르지오아파트,부산광역시,연제구,연산9동,129.1120074,35.18434803,13159,21130631028
과정교,부산광역시,해운대구,재송1동,129.1189856,35.18431501,9332,21090641031
동부지청어귀교차로,부산광역시,-,-,129.1224147,35.1823591,9708,50000001990
동해선센텀역,부산광역시,-,-,129.1251473,35.17960322,9710,50000001992
센텀고등학교,부산광역시,-,-,129.128438,35.17699966,9712,50000001993
센텀센시빌,부산광역시,-,-,129.1310101,35.17525577,9714,50000001995
동해선벡스코역,부산광역시,-,-,129.133176,35.17204109,9716,50000001998
올림픽교차로환승센터,부산광역시,해운대구,우2동,129.1380933,35.16827093,9718,21090521006
올림픽교차로,부산광역시,-,-,129.1400064,35.16780212,9720,50000002207
부산문화여고,부산광역시,-,-,129.1443288,35.16314782,9722,50000002209
동백역,부산광역시,-,-,129.1473164,35.16158548,9724,50000002212
운촌,부산광역시,-,-,129.1511218,35.16003996,9728,50000002529
해운대도시철도역,부산광역시,-,-,129.158407,35.16332566,9730,50000002532
해운대시장,부산광역시,해운대구,중1동,129.1632219,35.1622456,9107,21090531006
해운대온천사거리,부산광역시,해운대구,중1동,129.1646121,35.16163202,9086,21090531016
중1동,부산광역시,해운대구,중1동,129.1673953,35.16203113,9085,21090531009
미포.문탠로드입구,부산광역시,해운대구,중2동,129.1726881,35.16143415,9019,21090541007
동백중학교,부산광역시,해운대구,중2동,129.1771659,35.16237826,9023,21090541005
동백초등학교.해운대보건소,부산광역시,해운대구,중2동,129.1800511,35.16376433,9025,21090541006
상록아파트,부산광역시,해운대구,좌제2동,129.1794923,35.1652637,9027,21090671009
대우아파트,부산광역시,해운대구,좌제2동,129.1804424,35.1674258,9030,21090671003
영남아파트,부산광역시,해운대구,좌제2동,129.182952,35.1680066,9034,21090671002
벽산아파트,부산광역시,해운대구,좌제1동,129.182853,35.17073487,9036,21090661015
부흥고.해운대백병원,부산광역시,해운대구,좌제1동,129.1814365,35.17309065,9038,21090661011
신도시시장.아세안문화원,부산광역시,해운대구,좌제1동,129.1808257,35.1748612,9039,21090661007
송정1단지주공,부산광역시,해운대구,송정동,129.1997145,35.18148317,9011,21090561011
송정,부산광역시,해운대구,송정동,129.201326,35.18347555,9009,21090561018
송정해수욕장,부산광역시,해운대구,송정동,129.2039429,35.1822573,9010,21090561006
공수.양경마을,부산광역시,기장군,기장읍,129.2104474,35.18378945,16001,21310111094
공수.당사마을,부산광역시,기장군,기장읍,129.2116863,35.18669507,16095,21310111095
동부산관광단지,부산광역시,기장군,기장읍,129.2152701,35.19108669,16052,21310111096
용궁사.국립수산과학원,부산광역시,기장군,기장읍,129.21981,35.19370038,16003,21310111101
동암정문,부산광역시,기장군,기장읍,129.2222937,35.1963308,16079,21310111102
동암후문,부산광역시,기장군,기장읍,129.2232722,35.19795611,16080,21310111103
해광사,부산광역시,기장군,기장읍,129.2242565,35.20560358,16090,21310111104
기차여행,부산광역시,기장군,기장읍,129.2231181,35.20899607,16065,21310111109
서암입구,부산광역시,-,-,129.2224592,35.21087769,16337,50000000771
연화교차로,부산광역시,-,-,129.2125781,35.21717283,16335,50000000769
청강리공영차고지,부산광역시,-,-,129.2127877,35.22448841,16266,50000000170
연화교차로,부산광역시,기장군,기장읍,129.210872,35.21743445,16067,21310111013
오신,부산광역시,기장군,기장읍,129.2086503,35.20806412,16059,21310111106
내리초등학교,부산광역시,기장군,기장읍,129.2061518,35.20436598,16203,21310111112
내리,부산광역시,기장군,기장읍,129.2064141,35.20063547,16058,21310111090
당사입구,부산광역시,해운대구,송정동,129.2059254,35.19786365,9001,21090561004
브라보주유소,부산광역시,해운대구,송정동,129.20516,35.19476676,9003,21090561007
송정2휴먼시아,부산광역시,해운대구,송정동,129.2041362,35.19081247,9004,21090561020
동해선송정역,부산광역시,해운대구,송정동,129.202474,35.18722883,9006,21090561013
송정해수욕장입구,부산광역시,해운대구,송정동,129.2011819,35.18441461,9008,21090561019
신도시시장.아세안문화원,부산광역시,해운대구,좌제1동,129.1806982,35.17519079,9040,21090661016
동신아파트,부산광역시,해운대구,좌제1동,129.1792061,35.17639856,9046,21090661019
동부아파트,부산광역시,해운대구,좌제1동,129.1771017,35.1775904,9047,21090661010
대동상가,부산광역시,해운대구,좌제1동,129.1743715,35.17826158,9051,21090661022
대림1차아파트,부산광역시,해운대구,좌제1동,129.1721939,35.1776131,9054,21090661023
대림3차아파트,부산광역시,해운대구,좌제3동,129.1688836,35.17584642,9065,21090681009
신성아파트,부산광역시,해운대구,좌제3동,129.1680232,35.17344422,9071,21090681005
한일아파트,부산광역시,해운대구,좌제3동,129.1700047,35.17213984,9074,21090681008
코오롱아파트,부산광역시,해운대구,좌제3동,129.169126,35.17022208,9077,21090681016
중동역.순복음교회,부산광역시,해운대구,좌제3동,129.1676933,35.16844609,9080,21090681001
건널목삼거리,부산광역시,해운대구,우1동,129.16247,35.16691949,9059,21090511003
부산소방본부.교통정보서비스센터,부산광역시,연제구,연산9동,129.1059409,35.18474996,13148,21130631024
엘지아파트,부산광역시,연제구,연산9동,129.104409,35.18539068,13149,21130631026
부산경상대학교정문,부산광역시,연제구,연산8동,129.1007662,35.18573907,13073,21130621006
부산경상대학교서문,부산광역시,연제구,연산8동,129.0974727,35.18574896,13157,21130621005
현대아파트,부산광역시,연제구,연산8동,129.0943643,35.18597903,13068,21130621004
연산중학교,부산광역시,연제구,연산1동,129.0887002,35.18572363,13145,21130551002
연일시장,부산광역시,연제구,연산4동,129.0852777,35.18583228,13154,21130581002
연산교차로,부산광역시,연제구,연산4동,129.0832586,35.18595609,13162,21130581014
연산역.연산교차로,부산광역시,-,-,129.0814286,35.18738497,13704,50000002609
동해선교대역,부산광역시,-,-,129.0799477,35.19302011,13702,50000002607
부전교회,부산광역시,동래구,사직3동,129.0780187,35.20024838,6142,21060601002
동래역,부산광역시,동래구,온천2동,129.078175,35.20606138,6067,21060561003
롯데백화점동래점.명륜역,부산광역시,동래구,온천1동,129.0791299,35.21336811,6031,21060551015
늘봄호텔,부산광역시,동래구,온천1동,129.0798078,35.21578883,6025,21060551016
온천장,부산광역시,동래구,온천1동,129.0824119,35.21827602,6024,21060551019
온천장역.SK허브스카이,부산광역시,동래구,온천1동,129.0850024,35.22109137,6012,21060551010
식물원입구,부산광역시,금정구,장전3동,129.0823043,35.22420669,11098,21110631001
금정초등학교,부산광역시,금정구,장전3동,129.0830351,35.2268854,11092,21110631009
부산대학교정문,부산광역시,금정구,장전3동,129.0869001,35.23214383,11081,21110631014
부산대학교후문,부산광역시,금정구,장전2동,129.0839949,35.22859247,11088,21110621002
금정초등학교,부산광역시,금정구,장전2동,129.0828894,35.22701932,11093,21110621001
식물원입구,부산광역시,동래구,온천1동,129.0821554,35.22408048,6002,21060551011
온천장아스타아파트,부산광역시,동래구,온천1동,129.0833462,35.21711741,6022,21060551020
명륜역,부산광역시,동래구,온천1동,129.0796477,35.2135839,6033,21060551022
롯데백화점동래점,부산광역시,동래구,온천2동,129.0778307,35.2101971,6046,21060561009
동래역,부산광역시,동래구,온천2동,129.0777783,35.20591291,6066,21060561001
내성중학교,부산광역시,동래구,온천3동,129.0778045,35.2029616,6080,21060571004
부전교회,부산광역시,동래구,사직3동,129.0777002,35.19982102,6141,21060601003
동해선교대역,부산광역시,-,-,129.0796428,35.19419234,13703,50000002606
연제자동차매매단지,부산광역시,연제구,거제1동,129.0779096,35.18887402,13166,21130511012
연산역,부산광역시,연제구,연산5동,129.0804726,35.18629213,13051,21130591008
연산교차로,부산광역시,연제구,연산4동,129.0832031,35.18571824,13118,21130581005
연일시장,부산광역시,연제구,연산4동,129.0851774,35.18559176,13119,21130581007
연산중학교,부산광역시,연제구,연산1동,129.0881516,35.18550177,13144,21130551001
현대아파트,부산광역시,연제구,연산8동,129.0943101,35.18574365,13155,21130621003
부산경상대학교서문,부산광역시,연제구,연산8동,129.0976245,35.18549707,13072,21130621002
부산경상대학교정문,부산광역시,연제구,연산8동,129.1007425,35.18549987,13156,21130621001
엘지아파트,부산광역시,연제구,연산9동,129.1043095,35.1851491,13150,21130631025
해운대구청어귀삼거리,부산광역시,해운대구,우1동,129.1621547,35.16530269,9253,21090511009
건널목삼거리,부산광역시,해운대구,우1동,129.1626987,35.16694668,9286,21090511001
중동역.순복음교회,부산광역시,해운대구,중1동,129.1680183,35.16839628,9081,21090531017
코오롱아파트,부산광역시,해운대구,중1동,129.1696897,35.17045785,9076,21090531019
한일아파트,부산광역시,해운대구,좌제3동,129.1702548,35.17200618,9075,21090681007
LH뜨란채아파트,부산광역시,해운대구,좌제3동,129.1680205,35.17369561,9070,21090681013
대림3차아파트,부산광역시,해운대구,좌제3동,129.168875,35.17547676,9064,21090681006
대림1차아파트,부산광역시,해운대구,좌제3동,129.1716081,35.176837,9055,21090681010
대동상가,부산광역시,해운대구,좌제1동,129.1744569,35.17787164,9052,21090661018
동부아파트,부산광역시,해운대구,좌제1동,129.177039,35.17726003,9048,21090661013
동신아파트,부산광역시,해운대구,좌제1동,129.1787486,35.17634145,9045,21090661014
송정해수욕장입구,부산광역시,해운대구,송정동,129.2005223,35.18272208,9049,21090561012
동해선송정역,부산광역시,해운대구,송정동,129.2028813,35.18722704,9007,21090561015
송정2휴먼시아,부산광역시,해운대구,송정동,129.2044995,35.1906619,9005,21090561003
브라보주유소,부산광역시,해운대구,송정동,129.2055607,35.19488533,9002,21090561008
당사입구,부산광역시,기장군,기장읍,129.206313,35.19782734,9194,21310111088
내리,부산광역시,기장군,기장읍,129.2067866,35.20069317,16051,21310111089
내리초등학교,부산광역시,기장군,기장읍,129.2065646,35.2042978,16204,21310111113
오신,부산광역시,기장군,기장읍,129.2088725,35.20774068,16050,21310111105
연화교차로,부산광역시,기장군,기장읍,129.2112534,35.2173723,16068,21310111007
다대포,부산광역시,사하구,다대1동,128.9616028,35.04933536,-,21100621006
다대포해수욕장역,부산광역시,사하구,다대1동,128.9653079,35.0482346,10200,21100621021
다대포해수욕장,부산광역시,사하구,다대1동,128.9700944,35.04906491,10192,21100621020
다대자유아파트,부산광역시,사하구,다대1동,128.9709648,35.05157345,10190,21100621024
다대우신아파트,부산광역시,사하구,다대1동,128.9707739,35.05472676,10187,21100621025
다대포항역,부산광역시,사하구,다대1동,128.9708196,35.05646906,10184,21100621026
다대1동주민센터,부산광역시,사하구,다대1동,128.9721124,35.05876094,10181,21100621027
다대푸르지오아파트,부산광역시,사하구,다대1동,128.974662,35.06055447,10178,21100621029
다대현대아파트,부산광역시,사하구,다대2동,128.9766152,35.06163742,10176,21100631005
낫개역,부산광역시,사하구,다대2동,128.9796673,35.06430394,10174,21100631003
다대롯데캐슬블루,부산광역시,사하구,다대2동,128.9793331,35.06769889,10171,21100631002
신장림역,부산광역시,사하구,장림2동,128.9768694,35.07500029,10167,21100611011
